A.S	ey z
MINCER	m ih n s er
MINCES	m ih n s ih z
MINCY	m ih n s iy
MIND	m ay n d
MINDING	m ay n d ih ng
MINDS	m ay n d z
MINDY	m ih n d iy
MINEHAN	m ih n ih hh ae n
MINELLI	m ih n eh l iy
MINGLED	m ih ng g ah l d
MINH	m ih n
MINI	m ih n iy
MINIMUM	m ih n ah m ah m
MINIS	m ih n iy z
MINKOFF	m ih ng k ao f
MINKS	m ih ng k s
MINNEY	m ih n iy
MINNIX	m ih n ih k s
MINORED	m ay n er d
MINOTTI	m ih n ao t iy
MINSKY	m ih n s k iy
MINSTAR	m ih n s t aa r
MINYARD	m ih n y aa r d
MIOTKE	m ay aa t k iy
MIRAGE	m er aa zh
MIRELL	m ih r eh l
MIRIAM	m ih r iy ah m
MIRSAD	m ih r s ae d
MIRTH	m er th
MISHOE	m iy sh uw
MISKA	m ih s k ah
MISKO	m ih s k ow
MISNER	m ih z n er
MISSAL	m ih s ah l
MISSEY	m ih s iy
MISSILE	m ih s ah l
MISTS	m ih s t s
MITA	m iy t ah
MIXED	m ih k s t
MIXES	m ih k s ah z
MIZELLE	m ih z eh l
MIZUNO	m ih z uw n ow
MIZZELL	m ih z ah l
MLADIC	m l aa d ih ch
MOAB	m ow ae b
MOAN	m ow n
MOATES	m ow ey t s
MOBBS	m aa b z
MOBIL'S	m ow b ah l z
MOBLEY	m ow b l iy
MOBS	m aa b z
MODIFY	m aa d ah f ay
MOE	m ow
MOEHLE	m ow hh ah l
MOEN	m ow n
MOENCH	m ow ng k
MOERKE	m ao r k
MOERS	m ow er z
MOFFA	m aa f ah
MOGER	m ow g er
MOGLE	m ow g ah l
MOIST	m oy s t
MOKES	m ow k s
MOL	m ao l
MOLDEN	m ow l d ah n
MOLE	m ow l
MOLIN	m ow l ih n
MOLINA	m ah l iy n ah
MOLLIE	m aa l iy
MOLLO	m aa l ow
MOLLUSK	m aa l ah s k
MOLLY'S	m aa l iy z
MOLOCK	m aa l ah k
MOLTING	m ow l t ih ng
MOLZAHN	m ow l z ah n
MON	m ow n
MONAD	m ow n ae d
MONDAY	m ah n d iy
MONDRY	m aa n d r iy
MONGER	m ah ng g er
MONGERS	m ah ng g er z
MONGOL	m aa ng g ah l
MONK	m ah ng k
MONNIER	m aa n iy er
MONSOON	m aa n s uw n
MONTAGU	m aa n t ah g y uw
MONTERO	m aa n t eh r ow
MONTEZ	m ow n t eh z
MONTS	m aa n t s
MONTY	m ao n t iy
MONTZ	m aa n t s
MONY	m ow n iy
MOO	m uw
MOODY	m uw d iy
MOONE	m uw n
MOONS	m uw n z
MOOR	m uh r
MOP	m aa p
MOQUIN	m ow k w iy n
MORAGA	m ao r aa g ah
MORAIN	m er ey n
MORAND	m ao r ah n d
MORANTE	m ao r aa n t iy
MORASH	m ao r ah sh
MORAY	m er ey
MOREEN	m ao r iy n
MORES	m ao r ey z
MORETON	m ao r ih t aa n
MORETTO	m ao r eh t ow
MORETZ	m ao r ih t s
MORIAL	m ao r iy ah l
MORINI	m ao r iy n iy
MORIOKA	m ao r iy ow k ah
MORIYA	m ao r iy ah
MORNING	m ao r n ih ng
MOROCCO	m er aa k ow
MOROS	m ao r ow z
MORPHIS	m ao r f ih s
MORR	m ao r
MORRIN	m ao r ih n
MORRONE	m ao r ow n iy
MORRY	m ao r iy
MORSCH	m ao r sh
MOSAICS	m ow z ey ih k s
MOSER	m ow z er
MOSHER	m ow zh er
MOSHIER	m aa sh iy er
MOSK	m ao s k
MOSKWA	m aa s k v ah
MOSTOW	m aa s t aw
MOSUL	m ow s ah l
MOTE	m ow t
MOTTERN	m aa t er n
MOTTO	m aa t ow
MOTZKO	m aa t s k ow
MOULDER	m ow l d er
MOURAD	m uw r ae d
MOUW	m aw w
MOVABLE	m uw v ah b ah l
MOVED	m uw v d
MOVERS	m uw v er z
MOWAT	m ow ah t
MOWATT	m ow ah t
MOWBRAY	m ow b r ey
MOWERY	m aw er iy
MOWS	m aw z
MRAZ	m r ae z
MRAZIK	m r aa z ih k
MROCZEK	m r aa ch eh k
MROZ	m r aa z
MRS	m ih s ih z
MSGR	m aa n s iy n y er
MU	m uw
MUCCIO	m uw ch iy ow
MUCUS	m y uw k ah s
MUFFINS	m ah f ah n z
MUFFY	m ah f iy
MUGAR	m y uw g er
MUGGED	m ah g d
MUKLUK	m ah k l ah k
MULLER	m ah l er
MULLOY	m ah l oy
MULNIX	m ah l n ih k s
MUMBLES	m ah m b ah l z
MUMBY	m ah m b iy
MUMFORD	m ah m f er d
MUMMY	m ah m iy
MUMPER	m ah m p er
MUN	m ah n
MUNCHED	m ah n ch t
MUNCIE	m ah n s iy
MUNKRES	m ah ng k er z
MUNRO	m ah n r ow
MURAI	m y er ay
MURALI	m er aa l iy
MURCHIE	m er ch iy
MURDOCH	m er d aa k
MURIEL	m y uh r iy ah l
MURILLO	m ah r ih l ow
MURRILL	m ao r ah l
MURVEIT	m er v iy t
MUSEUM	m y uw z iy ah m
MUSHTAQ	m ah sh t ae k
MUSIAL	m y uw z iy ah l
MUSICA	m y uw z ih k ah
MUSKY	m ah s k iy
MUSSO	m uw s ow
MUST	m ah s t
MUSTER	m ah s t er
MUZYKA	m y uw z ih k ah
MY	m ay
MYANMAR	m y aa n m aa r
MYELIN	m ay ih l ih n
MYERS'S	m ay er z ih z
MYETTE	m ay eh t
MYHRE	m ih r
MYREON	m ay r iy ah n
MYRICK	m ay r ih k
MYRLIE	m ih r l iy
MYRTLES	m er t ah l z
MYSTIFY	m ih s t ah f ay
N-TUPLE	eh n t uw p ah l
NABER	n ey b er
NABERS	n ey b er z
NABOB	n ae b aa b
NABOZNY	n ah b aa z n iy
NADER	n ey d er
NADINE	n ah d iy n
NAGATA	n aa g aa t ah
NAGER	n ey g er
NAGGING	n ae g ih ng
NAHMIAS	n aa m iy ah z
NAILS	n ey l z
NAIM	n ay ih m
NAKAI	n aa k aa iy
NAKATA	n aa k aa t ah
NALE	n ey l
NAME'S	n ey m z
NAMING	n ey m ih ng
NANA	n ae n ah
NANDITA	n aa n d iy t ah
NANETTE	n ah n eh t
NANEZ	n aa n eh z
NANKING	n ae ng k ih ng
NAPCO	n ae p k ow
NAPKIN	n ae p k ih n
NAPPING	n ae p ih ng
NARCOS	n aa r k ow s
NARITA	n eh r iy t ah
NARROW	n eh r ow
NARS	n aa r z
NARVAEZ	n aa r v aa eh z
NASBY	n ae s b iy
NASH'S	n ae sh ih z
NATAL	n ey t ah l
NATAN	n ey t ah n
NATHENE	n ah th iy n
NATIONS	n ey sh ah n z
NATIVE	n ey t ih v
NATOLI	n aa t ow l iy
NATS	n ae t s
NATSIOS	n ae t s iy ow s
NATUNA	n ah t uw n ah
NATURED	n ey ch er d
NATZKE	n ae t s k iy
NAV	n ae v
NAVAL	n ey v ah l
NAVCOM	n ae v k aa m
NAWROT	n ao r ah t
NAYS	n ey z
NAZI	n aa t s iy
NEATEST	n iy t ah s t
NEAULT	n ow
NEBLETT	n eh b l ih t
NECKS	n eh k s
NECO'S	n iy k ow z
NEDEL	n iy d ah l
NEGRI	n eh g r iy
NEGRIN	n eh g r ih n
NEICE	n iy s
NEIL	n iy l
NEISLER	n ay s ah l er
NELIA	n eh l iy ah
NELLCOR	n eh l k ao r
NELSON	n eh l s ah n
NEMO	n eh m ow
NEMOS	n iy m ow z
NENI'S	n eh n iy s
NEONAZI	n iy ow n aa t s iy
NEPA	n iy p ah
NERLICH	n er l ih k
NERVANA	n er v ae n ah
NESBITT	n eh z b ih t
NESI	n eh s iy
NESSLER	n eh s l er
NESTEA	n eh s t iy ah
NEUTRON	n uw t r aa n
NEVEAU	n ih v ow
NEVERS	n eh v er z
NEVES	n iy v z
NEVEU	n ih v uw
NEVIN'S	n eh v ih n z
NEWARK	n uw er k
NEWBERY	n uw b eh r iy
NEWHART	n uw hh aa r t
NEWLON	n uw l ah n
NEWLYN	n uw l ih n
NEWSHAM	n uw sh ah m
NEXT'S	n eh k s t s
NEYER	n ey er
NEYHART	n ey hh aa r t
NEYLON	n ey l ah n
NGUYEN	n uw y eh n
NI	n iy
NIBBLED	n ih b ah l d
NIBLACK	n ih b l ae k
NICEN	n ay s ah n
NICHOL	n ih k ao l
NICKENS	n ih k ah n z
NICKI	n ih k iy
NICKLOW	n ih k l ow
NICKOL	n ih k ah l
NICKOLS	n ih k ah l z
NICKS	n ih k s
NICOLAY	n ih k ah l ey
NICOSKI	n ih k ao s k iy
NIEMIEC	n iy m iy k
NIENOW	n iy n ow
NIESEN	n iy s ah n
NIGGARD	n ih g er d
NIGRIS	n ih g r ih s
NIKE'S	n ay k iy z
NIKOLAI	n ih k ow l ay
NILSSON	n ih l s ah n
NIMMER	n ih m er
NINA	n iy n ah
NINAD	n ay n ah d
NINE	n ay n
NINERS	n ay n er z
NINNY	n ih n iy
NIPON	n ih p aa n
NIPPER	n ih p er
NIPPLE	n ih p ah l
NISHIMO	n ih sh iy m ow
NISLEY	n ih z l iy
NISSANS	n iy s aa n z
NISSIN	n ih s ih n
NITA	n iy t ah
NITPICK	n ih t p ih k
NITRATE	n ay t r ey t
NITSCH	n ih ch
NITTO	n ih t ow
NIVER	n ay v er
NIXES	n ih k s ih z
NIXON	n ih k s ah n
NIZAR	n ay z aa r
NIZHNY	n ih zh n iy
NOBIS	n ow b ih s
NOBLITT	n aa b l ih t
NOBRIGA	n aa b r ih g ah
NOBUTO	n ow b uw t ow
NODINE	n ow d iy n iy
NOELL	n ow l
NOGLE	n ow g ah l
NOGUERA	n ow g eh r ah
NOLA	n ow l ah
NOLD	n ow l d
NOLDEN	n ow l d ah n
NOLLIE	n ow l iy
NOMAD	n ow m ae d
NOMI	n ow m iy
NONJET	n aa n jh eh t
NORAH	n ao r ah
NORBURY	n ao r b eh r iy
NORDELL	n ao r d ah l
NORDEN	n ao r d ah n
NORDINE	n ao r d iy n iy
NORDISK	n ao r d ih s k
NORED	n ao r d
NOREM	n ao r ih m
NOREN	n ao r ah n
NORRIS	n ao r ih s
NORTH	n ao r th
NORWARD	n ao r w er d
NORWEB	n ao r w eh b
NOSEK	n ow s eh k
NOTCHES	n aa ch ah z
NOTICES	n ow t ah s ah z
NOTIONS	n ow sh ah n z
NOVA'S	n ow v ah z
NOVACEK	n aa v ah ch eh k
NOVACOR	n ow v ah k ao r
NOWADAY	n aw ah d ey
NOWHERE	n ow w eh r
NOWLIN	n aw l ih n
NOXELL	n aa k s eh l
NOXEMA	n aa k s iy m ah
NOXON	n aa k s ah n
NOYD	n oy d
NOYOLA	n oy ow l ah
NUALA	n uw aa l ah
NUBER	n uw b er
NUDO	n uw d ow
NULL	n ah l
NUMBED	n ah m d
NUNZIO	n ah n z iy ow
NUOVO	n w ow v ow
NURSED	n er s t
NURSES	n er s ah z
NUSZ	n ah sh
NUTLEY	n ah t l iy
NUZZI	n uw t s iy
NUZZLE	n ah z ah l
NUZZO	n uw z ow
NVHOME	eh n v iy hh ow m
NYCOR	n ay k ao r
NYCZ	n ih ch
NYLUND	n ay l ah n d
NYMEX	n ay m eh k s
NYMPHS	n ih m f s
NYX	n ih k s
O'BRIEN	ow b r ay ih n
O'BRYAN	ow b r ay ah n
O'HERN	ow hh er n
O'KICKI	ow k ih k iy
O'LEAR	ow l ih r
O'NUTS	ow n ah t s
O'S	ow z
O'SHEA	ow sh ey
OAK'S	ow k s
OAKS	ow k s
OAKWOOD	ow k w uh d
OARED	ao r d
OATES	ow t s
OBAMA	ow b aa m ah
OBARR	ow b aa r
OBEIRNE	ow b er r n
OBESE	ow b iy s
OBEYING	ow b ey ih ng
OBISPO	ow b ih s p ow
OBOE	ow b ow
OBRYAN	ow b r ay ah n
OBSCURE	ah b s k y uh r
OBSESS	ah b s eh s
OCCUR	ah k er
OCTAVES	aa k t ih v z
OCTAVIA	aa k t ey v iy ah
ODANIEL	aa d ah n iy l
ODDER	aa d er
ODDI	aa d iy
ODE	ow d
ODER	ow d er
ODLE	ow d ah l
ODOLF	ah d ow l f
OEDIPAL	eh d ah p ah l
OEHLER	ow l er
OEHLKE	ow l k
OEHMEN	ow m ah n
OEST	ow ih s t
OFELIA	ow f ey l iy ah
OFFER	ao f er
OFFIELD	aa f iy l d
OFFS	ao f s
OFFSET	ao f s eh t
OFTEL	aa f t eh l
OGATA	ow g aa t ah
OGG	aa g
OHAIR	ow hh eh r
OHANLON	ow hh ae n l ah n
OHARA	ow hh eh r ah
OHARRA	ow hh er ah
OHERN	ow hh er n
OHIO'S	ow hh ay ow z
OHLMANN	ow l m ah n
OHLSSON	ow l s ah n
OHMURA	ow m uw r ah
OHR	ao r
OI	oy
OIL'S	oy l z
OKANE	ow k ey n
OKAZ	ow k aa z
OKEEFE	ow k iy f
OKELLEY	ow k eh l iy
OKELLY	ow k eh l iy
OKIN	ow k ih n
OKSANA	aa k s ae n ah
OLDE	ow l d
OLDER	ow l d er
OLDROYD	ow l d r oy d
OLDSMAR	ow l d z m aa r
OLDSTER	ow l d s t er
OLEA	aa l iy ah
OLEJNIK	ah l ey n ih k
OLENIK	aa l ih n ih k
OLICK	ow l ih k
OLIVIER	ow l ih v iy ey
OLLIE'S	aa l iy z
OLOF	ow l ao f
OLSTAD	ow l s t ah d
OMARY	ah m eh r iy
OMELETS	aa m l ah t s
OMER	ow m er
OMRON	aa m r ah n
ONDER	aa n d er
ONE-WAY	w ah n w ey
ONECOMM	w ah n k aa m
ONEIDA	ow n ay d ah
ONEX'S	w ah n eh k s ih z
ONION	ah n y ah n
ONLINE	ao n l ay n
ONLY	ow n l iy
ONNI	aa n iy
ONSET	aa n s eh t
OODLES	uw d ah l z
OOH	uw
OONA	uw n ah
OP	aa p
OPDYKE	aa p d ay k
OPERAN	aa p er ah n
OPHELIA	ah f iy l y ah
OPIC'S	aa p ih k s
OPIE	ow p iy
OPIELA	ow p iy l ah
OPINED	ow p ay n d
OPS	aa p s
ORBACH	ao r b aa k
ORBEN	ao r b ah n
ORBIT	ao r b ah t
ORCA	ao r k ah
ORCHIDS	ao r k ah d z
OREFICE	ao r eh f ay s
OREGANO	ao r eh g ah n ow
ORENS	ao r ah n z
ORG	ao r g
ORGAN	ao r g ah n
ORGANIC	ao r g ae n ih k
ORGANUM	ao r g ah n ah m
ORI	ao r iy
ORILEY	ow r ay l iy
ORKY	ao r k iy
ORLANDI	ao r l aa n d iy
ORLANDO	ao r l ae n d ow
ORLENE	ao r l iy n
ORMAN	ao r m ah n
ORMAND	ao r m ah n d
ORNOFF	ao r n aa f
ORONA	ao r ow n ah
ORPHEUS	ao r f iy ah s
ORRICO	ao r iy k ow
ORSBORN	ao r s b er n
ORSO	ao r s ow
ORT	ao r t
ORTEGO	ao r t ey g ow
ORTH	ao r th
ORTNER	ao r t n er
ORVAL	ao r v ah l
ORYX	ao r ih k s
OS	aa s
OSAGES	ow s ey jh ah z
OSAKOWA	ow s ah k ow ah
OSBORN	ao z b ao r n
OSHA'S	ow sh ah z
OSHIMA	ow sh iy m ah
OSKAR	ao s k er
OSLIN	aa s l ih n
OSMAR	aa s m er
OSMONDS	ao z m ah n d z
OSMUND	aa s m ah n d
OSRIC	aa z r ih k
OSSMAN	aa s m ah n
OSTLUND	aa s t l ah n d
OSUNA	ow s uw n ah
OTA	ow t ah
OTHERS'	ah dh er z
OTOOLE	aa t uw l
OTTER	aa t er
OTTER'S	aa t er z
OTTLEY	aa t l iy
OTULSKY	ah t uh l s k iy
OUNCE	aw n s
OUNSTED	aw n s t eh d
OUR	aw er
OUSTER	aw s t er
OUTDATE	aw t d ey t
OUTER	aw t er
OUTFOX	aw t f aa k s
OUTING	aw t ih ng
OUTLAWS	aw t l ao z
OUTLETS	aw t l eh t s
OUTMODE	aw t m ow d
OUTRUNS	aw t r ah n z
OUTSIDE	aw t s ay d
OVARY	ow v er iy
OVATE	ow v ey t
OVATION	ow v ey sh ah n
OVERACT	ow v er ae k t
OVEREAT	ow v er iy t
OVERSEA	ow v er s iy
OVETT'S	ow v eh t s
OVITT'S	ow v ih t s
OWENS'S	ow ah n z ih z
OWOSSO	ow ao s ow
OXCART	aa k s k aa r t
OXEN	aa k s ah n
OXFORD	aa k s f er d
OXOCO	aa k s ow k ow
OXYGEN	aa k s ah jh ah n
OZAL	ow z ah l
PAASCH	p aa sh
PACCAR	p ah k aa r
PACIFY	p ae s ah f ay
PACKARD	p ae k er d
PACTEL	p ae k t eh l
PACYNA	p aa k iy n ah
PAD	p ae d
PADDED	p ae d ah d
PADDOCK	p ae d ah k
PAGAN	p ey g ah n
PAGANI	p aa g aa n iy
PAGAR	p ae g er
PAGEL	p ae g ah l
PAGES	p ey jh ah z
PAGET	p ae jh ah t
PAGEZY	p ae jh eh z iy
PAINT	p ey n t
PAIRING	p eh r ih ng
PAJOLE	p ah jh ow l
PAKULA	p ah k uw l ah
PAL	p ae l
PALARDY	p ah l aa r d iy
PALATE	p ae l ah t
PALATES	p ae l ah t s
PALLER	p ae l er
PALLETT	p ae l ah t
PALMA'S	p aa l m ah z
PALMORE	p ae l m ao r
PALOMAR	p ae l ah m aa r
PALOMBI	p ah l aa m b iy
PALS	p ae l z
PALUCK	p ae l ah k
PAM	p ae m
PAM'S	p ae m z
PAMBY	p ae m b iy
PAMPAS	p ae m p ah z
PAMPER	p ae m p er
PANACHE	p ah n aa sh
PANAMA	p ae n ah m aa
PANAS	p ae n ah z
PANCHO	p ae n ch ow
PANDER	p ae n d er
PANEM	p ey n ah m
PANG	p ae ng
PANGS	p ae ng z
PANKEY	p ae n k iy
PANTER	p ae n t er
PANTOJA	p aa n t ow y ah
PAPPAS	p ae p ah s
PAPPERT	p ae p er t
PAQUE	p ae k
PAQUIN	p ae k w ih n
PARA	p eh r ah
PARADES	p er ey d z
PARANA	p er aa n ah
PARAZOA	p eh r ah z ow ah
PARBOIL	p aa r b oy l
PARCHED	p aa r ch t
PARDEE	p aa r d iy
PARDUE	p aa r d uw
PAREDO	p ah r ey d ow
PARETI	p eh r eh t iy
PARGESA	p aa r jh eh s ah
PARIAHS	p er ay ah z
PARIBAS	p eh r iy b ah s
PARKER	p aa r k er
PARKEY	p aa r k iy
PARLOUR	p aa r l er
PARLOW	p aa r l ow
PARMLEY	p aa r m l iy
PARNESS	p aa r n ah s
PARROTS	p eh r ah t s
PARSEC	p aa r s eh k
PARSLEY	p aa r s l iy
PART	p aa r t
PARTAIN	p aa r t ey n
PASLAY	p ae s l ey
PASSED	p ae s t
PASSERS	p ae s er z
PASTA	p aa s t ah
PASTELS	p ae s t eh l z
PASTING	p ey s t ih ng
PASTULA	p aa s t uw l ah
PAT	p ae t
PATAKI	p ah t aa k iy
PATEL	p ah t eh l
PATERNO	p aa t eh r n ow
PATIENT	p ey sh ah n t
PATS	p ae t s
PATTER	p ae t er
PATZKE	p ae t s k iy
PAULK	p ao l k
PAUP	p ao p
PAUSED	p ao z d
PAVES	p ey v z
PAVESE	p aa v ey z iy
PAVLIK	p ae v l ih k
PAVO	p aa v ow
PAWLAK	p ao l ah k
PAWNS	p ao n z
PAWSON	p ao s ah n
PAYCHEX	p ey ch eh k s
PAYLOR	p ey l er
PAYMENT	p ey m ah n t
PAYOFFS	p ey ao f s
PAYOLA	p ey ow l ah
PAZNER	p aa z n er
PEACE	p iy s
PEACHER	p iy ch er
PEAKES'	p iy k s
PEARCY	p er k iy
PEARY	p iy r iy
PEAVEY	p iy v iy
PECHORA	p ah k ao r ah
PECHT	p eh k t
PEDALS	p eh d ah l z
PEDDIE	p eh d iy
PEDDLER	p eh d l er
PEDDLES	p eh d ah l z
PEELER	p iy l er
PEEPLES	p iy p ah l z
PEERED	p ih r d
PEETE	p iy t
PEEVE	p iy v
PEEVISH	p iy v ih sh
PEINADO	p ey iy n aa d ow
PEIPU	p ey p uw
PEKO	p iy k ow
PELE	p eh l ey
PELICAN	p eh l ah k ah n
PELKA	p eh l k ah
PELOSI	p eh l ow s iy
PELT	p eh l t
PELTON	p eh l t ah n
PELTZ	p eh l t s
PELUSO	p eh l uw s ow
PELVIC	p eh l v ih k
PEMEX	p eh m eh k s
PENA	p eh n ah
PENFOLD	p eh n f ow l d
PENNIE	p eh n iy
PENNY	p eh n iy
PENROD	p eh n r aa d
PENS	p eh n z
PENTIUM	p eh n t iy ah m
PENTZ	p eh n t s
PENWELL	p eh n w eh l
PENZER	p eh n z er
PEONS	p iy ah n z
PEPCID	p eh p s ih d
PEPSI	p eh p s iy
PEPSICO	p eh p s ih k ow
PEPTIC	p eh p t ih k
PERA	p er ah
PERCEPT	p er s eh p t
PERCH	p er ch
PERDEW	p er d uw
PERES'S	p eh r eh z ih z
PERETZ	p er ih t s
PERHAPS	p er hh ae p s
PERIGO	p er iy g ow
PERJURE	p er jh er
PERL	p er l
PERLOW	p er l ow
PERMUT	p er m ah t
PERNO	p er n ow
PEROT'S	p er ow z
PERPLEX	p er p l eh k s
PERRELL	p er r ey l
PERRIGO	p er r iy g ow
PERRON	p eh r ah n
PERSIAN	p er zh ah n
PERTURB	p er t er b
PESCHKE	p eh sh k
PESNELL	p ih s n eh l
PESO'S	p ey s ow z
PETE'S	p iy t s
PETER'S	p iy t er z
PETERY	p iy t er iy
PETEY	p iy t iy
PETIT	p eh t iy
PETRI	p eh t r iy
PETRU	p eh t r uw
PETRY	p eh t r iy
PETTING	p eh t ih ng
PEYTON	p ey t ah n
PFAFF	f ae f
PFARR	f aa r
PFEIFLE	f ay f ah l
PFLUGER	f l uw g er
PH	p iy ey ch
PHARISS	f er ih s
PHEBE	f iy b iy
PHILIPS	f ih l ah p s
PHLEGM	f l eh m
PHOBOS	f ow b ow s
PHOEBUS	f iy b ah s
PHONIC	f aa n ih k
PHUT	f ah t
PHYLLIS	f ih l ih s
PIC	p ih k
PICHENY	p ah ch eh n iy
PICKER	p ih k er
PICKING	p ih k ih ng
PICKLER	p ih k ah l er
PICKUS	p ih k ah s
PICTON	p ih k t ah n
PIDDOCK	p ih d ah k
PIELA	p iy l ah
PIERO	p iy r ow
PIERRE	p iy eh r
PIERRO	p ih r ow
PIERSOL	p ih r s ao l
PIET	p ay ih t
PIETER	p iy t er
PIETTE	p iy t
PIGFORD	p ih g f er d
PILANT	p iy l ah n t
PILATUS	p iy l ey t ah s
PILED	p ay l d
PILEUP	p ay l ah p
PILGER	p ih l g er
PILINGS	p ay l ih ng z
PILLAR	p ih l er
PILLARS	p ih l er z
PILLING	p ih l ih ng
PILLOW	p ih l ow
PILOTED	p ay l ah t ih d
PILOTS	p ay l ah t s
PILTZ	p ih l t s
PIMPING	p ih m p ih ng
PIMPLE	p ih m p ah l
PINARD	p ih n er d
PINCHER	p ih n ch er
PINEDO	p iy n ey d ow
PINES	p ay n z
PINGREE	p ih ng g r iy
PINING	p ay n ih ng
PINKS	p ih ng k s
PINN	p ih n
PINOLA	p ih n ow l ah
PINSHAN	p ih n sh ah n
PINSKER	p ih n s k er
PINTS	p ay n t s
PION	p ay aa n
PIPE	p ay p
PIPED	p ay p t
PIPER	p ay p er
PIRACY	p ay r ah s iy
PIRATE	p ay r ah t
PIRKEY	p er k iy
PIRTLE	p er t ah l
PISANI	p iy s aa n iy
PISSED	p ih s t
PISTOLS	p ih s t ah l z
PITFALL	p ih t f ao l
PITRE	p ay t er
PITSWON	p ih t s w aa n
PITYING	p ih t iy ih ng
PIVONKA	p ih v aa ng k ah
PIVOTAL	p ih v ah t ah l
PIZANA	p iy z ae n ah
PIZZAS	p iy t s ah z
PIZZUTI	p iy t s uw t iy
PLACIDA	p l aa ch iy d ah
PLACK'S	p l ae k s
PLACKO	p l ae k ow
PLAGUED	p l ey g d
PLAGUES	p l ey g z
PLAIN	p l ey n
PLAIT	p l ey t
PLAITED	p l ey t ah d
PLANCK	p l ae ng k
PLANS'	p l ae n z
PLAS	p l ae s
PLATEAU	p l ae t ow
PLATEN	p l ae t ah n
PLAYERS	p l ey er z
PLAYING	p l ey ih ng
PLEIN	p l iy n
PLESE	p l iy z
PLETT	p l eh t
PLEVA	p l ey v ah
PLEX	p l eh k s
PLINIUS	p l ih n iy ah s
PLOETZ	p l ow t s
PLOSS	p l ao s
PLOTTED	p l aa t ah d
PLOUGH	p l aw
PLOWS	p l aw z
PLUMBED	p l ah m d
PLUMER	p l uw m er
PLUMS	p l ah m z
PLUNGES	p l ah n jh ih z
PLUNKED	p l ah ng k t
PLUS	p l ah s
PLUTO'S	p l uw t ow z
PLY	p l ay
PLYLER	p l ay l er
PM	p iy eh m
POARCH	p ao r hh
POCONO	p ow k ah n ow
POCONOS	p ow k ah n ow z
PODESTA	p ow d eh s t ah
PODGE	p aa jh
POEHL	p ow l
POEM	p ow ah m
POGO	p ow g ow
POHLE	p ow hh ah l
POHNPEI	p ow n p ey
POINTS	p oy n t s
POITRA	p oy t r ah
POITRAS	p oy t r aa z
POKER	p ow k er
POKING	p ow k ih ng
POLACEK	p aa l ah ch eh k
POLAR	p ow l er
POLI	p ow l iy
POLICY	p aa l ah s iy
POLITIC	p aa l ah t ih k
POLITIS	p aa l ay t ih s
POLITY	p aa l ah t iy
POLLEN	p aa l ah n
POLLINA	p ow l iy n ah
POLLOCK	p aa l ah k
POLO	p ow l ow
POLSKIN	p aa l s k ih n
POLSKY	p ow l s k iy
POLSTON	p ow l s t ah n
POMP	p aa m p
POMPER	p aa m p er
POMPOM	p aa m p aa m
POND'S	p aa n d z
PONT	p aa n t
PONT'S	p aa n t s
POOLS	p uw l z
POON	p uw n
POOSER	p uw z er
POPA	p ow p ah
POPICK	p aa p ih k
POPOFF	p aa p ao f
POPOVIC	p aa p ah v ih k
POPPEA	p aa p iy ah
POPPERS	p aa p er z
POPPY'S	p aa p iy z
POPS	p aa p s
POR	p ao r
PORCARO	p ao r k aa r ow
PORCH	p ao r ch
PORGES	p ao r jh ih z
PORT'S	p ao r t s
PORTELA	p ao r t eh l ah
POSCH	p ao sh
POSS	p ao s
POST	p ow s t
POSTINO	p ao s t iy n ow
POSTIT	p ow s t ih t
POSTREL	p ao s t r eh l
POSTS	p ow s t s
POTENT	p ow t ah n t
POTT	p aa t
POUCHER	p aw ch er
POUPARD	p uw p er d
POURS	p ao r z
POUTING	p aw t ih ng
POUTS	p aw t s
POWTER	p aw t er
PRANCER	p r ae n s er
PRATO	p r aa t ow
PRAXAIR	p r ae k s eh r
PRAYTOR	p r ey t er
PREACHY	p r iy ch iy
PRECHT	p r eh k t
PRECIP	p r eh s ih p
PREFERS	p r ah f er z
PREM	p r eh m
PREMO	p r eh m ow
PREPUCE	p r eh p y uw s
PRESALE	p r iy s ey l
PRESCOT	p r eh s k ah t
PRESET	p r iy s eh t
PRESLER	p r eh s ah l er
PRESSEY	p r eh s iy
PRESSLY	p r eh s l iy
PRESTON	p r eh s t ah n
PRETEXT	p r iy t eh k s t
PRETTI	p r eh t iy
PREVITI	p r eh v iy t iy
PREYING	p r ey ih ng
PRICK	p r ih k
PRICKLY	p r ih k l iy
PRILL	p r ih l
PRIMA	p r iy m ah
PRIMACY	p r ay m ah s iy
PRIMO'S	p r iy m ow z
PRINCES	p r ih n s ah z
PRINKEY	p r ih ng k iy
PRINTED	p r ih n t ah d
PRINZ'S	p r ih n z ah z
PRIOR	p r ay er
PRIORY	p r ay er iy
PRIS	p r ih s
PRISON	p r ih z ah n
PRISONS	p r ih z ah n z
PRIZM	p r ih z ah m
PRODUC	p r ow d uw k
PRODUCE	p r ah d uw s
PROFITS	p r aa f ih t s
PROFITT	p r aa f ih t
PROMS	p r aa m z
PROOFED	p r uw f t
PROPER	p r aa p er
PROPES	p r ow p s
PROSEK	p r ow s eh k
PROSISE	p r ow s ay z
PROTEGE	p r ow t ah zh ey
PROUT	p r aw t
PROVOST	p r ow v ow s t
PROWS	p r aw z
PROXIES	p r aa k s iy z
PRUSKI	p r ah s k iy
PRUSS	p r ah s
